Sex;Provinces;Rates;Periodo;Total
Females;29 Málaga;Activity rate;2023QI;53,95
Females;29 Málaga;Activity rate;2022QIV;53,69
Females;29 Málaga;Activity rate;2022QIII;52,37
Females;29 Málaga;Activity rate;2022QII;52,12
Females;29 Málaga;Activity rate;2022QI;52,6
Females;29 Málaga;Activity rate;2021QIV;54,26
Females;29 Málaga;Activity rate;2021QIII;54,05
Females;29 Málaga;Activity rate;2021QII;52,32
Females;29 Málaga;Activity rate;2021QI;51,62
Females;29 Málaga;Unemployment rate;2023QIV;18,97
Females;29 Málaga;Unemployment rate;2023QIII;18,5
Females;29 Málaga;Unemployment rate;2023QII;19,8
Females;29 Málaga;Unemployment rate;2023QI;21,11
Females;29 Málaga;Unemployment rate;2022QIV;21,38
Females;29 Málaga;Unemployment rate;2022QIII;20,74
Females;29 Málaga;Unemployment rate;2022QII;20,94
Females;29 Málaga;Unemployment rate;2022QI;23,76
Females;29 Málaga;Unemployment rate;2021QIV;23,27
Females;29 Málaga;Unemployment rate;2021QIII;23,45
Females;29 Málaga;Unemployment rate;2021QII;21,87
Females;29 Málaga;Unemployment rate;2021QI;24,72
Females;29 Málaga;Employment rate;2023QIV;43,55
Females;29 Málaga;Employment rate;2023QIII;44,41
Females;29 Málaga;Employment rate;2023QII;43,37
Females;29 Málaga;Employment rate;2023QI;42,56
Females;29 Málaga;Employment rate;2022QIV;42,21
Females;29 Málaga;Employment rate;2022QIII;41,51
Females;29 Málaga;Employment rate;2022QII;41,21
Females;29 Málaga;Employment rate;2022QI;40,1
Females;29 Málaga;Employment rate;2021QIV;41,63
Females;29 Málaga;Employment rate;2021QIII;41,38
Females;29 Málaga;Employment rate;2021QII;40,88
Females;29 Málaga;Employment rate;2021QI;38,86
Females;30 Murcia;Activity rate;2023QIV;52,92
Females;30 Murcia;Activity rate;2023QIII;54,69
Females;30 Murcia;Activity rate;2023QII;53,29
Females;30 Murcia;Activity rate;2023QI;52,95
Females;30 Murcia;Activity rate;2022QIV;53,07
Females;30 Murcia;Activity rate;2022QIII;53,74
Females;30 Murcia;Activity rate;2022QII;54,37
Females;30 Murcia;Activity rate;2022QI;52,67
Females;30 Murcia;Activity rate;2021QIV;52,85
Females;30 Murcia;Activity rate;2021QIII;55,08
Females;30 Murcia;Activity rate;2021QII;52,54
Females;30 Murcia;Activity rate;2021QI;51,6
Females;30 Murcia;Unemployment rate;2023QIV;13,34
Females;30 Murcia;Unemployment rate;2023QIII;15,79
Females;30 Murcia;Unemployment rate;2023QII;13,52
Females;30 Murcia;Unemployment rate;2023QI;16,19
Females;30 Murcia;Unemployment rate;2022QIV;15,35
Females;30 Murcia;Unemployment rate;2022QIII;16,31
Females;30 Murcia;Unemployment rate;2022QII;14,21
Females;30 Murcia;Unemployment rate;2022QI;15,35
Females;30 Murcia;Unemployment rate;2021QIV;15,84
Females;30 Murcia;Unemployment rate;2021QIII;16,87
Females;30 Murcia;Unemployment rate;2021QII;15,6
Females;30 Murcia;Unemployment rate;2021QI;20,49
Females;30 Murcia;Employment rate;2023QIV;45,86
Females;30 Murcia;Employment rate;2023QIII;46,05
Females;30 Murcia;Employment rate;2023QII;46,08
Females;30 Murcia;Employment rate;2023QI;44,37
Females;30 Murcia;Employment rate;2022QIV;44,92
Females;30 Murcia;Employment rate;2022QIII;44,98
Females;30 Murcia;Employment rate;2022QII;46,64
Females;30 Murcia;Employment rate;2022QI;44,58
Females;30 Murcia;Employment rate;2021QIV;44,48
Females;30 Murcia;Employment rate;2021QIII;45,79
Females;30 Murcia;Employment rate;2021QII;44,34
Females;30 Murcia;Employment rate;2021QI;41,03
Females;31 Navarra;Activity rate;2023QIV;55,16
Females;31 Navarra;Activity rate;2023QIII;55,31
Females;31 Navarra;Activity rate;2023QII;54,81
Females;31 Navarra;Activity rate;2023QI;54,4
Females;31 Navarra;Activity rate;2022QIV;54,7
Females;31 Navarra;Activity rate;2022QIII;53,83
Females;31 Navarra;Activity rate;2022QII;54,28
Females;31 Navarra;Activity rate;2022QI;55,52
Females;31 Navarra;Activity rate;2021QIV;54,59
Females;31 Navarra;Activity rate;2021QIII;55,71
Females;31 Navarra;Activity rate;2021QII;55,03
Females;31 Navarra;Activity rate;2021QI;53,73
Females;31 Navarra;Unemployment rate;2023QIV;11,01
Females;31 Navarra;Unemployment rate;2023QIII;9,59
Females;31 Navarra;Unemployment rate;2023QII;9,71
Females;31 Navarra;Unemployment rate;2023QI;12,63
Females;31 Navarra;Unemployment rate;2022QIV;10,58
Females;31 Navarra;Unemployment rate;2022QIII;10,67
Females;31 Navarra;Unemployment rate;2022QII;9,93
Females;31 Navarra;Unemployment rate;2022QI;9,35
Females;31 Navarra;Unemployment rate;2021QIV;8,39
Females;31 Navarra;Unemployment rate;2021QIII;9,26
Females;31 Navarra;Unemployment rate;2021QII;9,84
Females;31 Navarra;Unemployment rate;2021QI;11,3
Females;31 Navarra;Employment rate;2023QIV;49,09
Females;31 Navarra;Employment rate;2023QIII;50,01
Females;31 Navarra;Employment rate;2023QII;49,49
Females;31 Navarra;Employment rate;2023QI;47,53
Females;31 Navarra;Employment rate;2022QIV;48,91
Females;31 Navarra;Employment rate;2022QIII;48,09
Females;31 Navarra;Employment rate;2022QII;48,89
Females;31 Navarra;Employment rate;2022QI;50,33
Females;31 Navarra;Employment rate;2021QIV;50,01
Females;31 Navarra;Employment rate;2021QIII;50,56
Females;31 Navarra;Employment rate;2021QII;49,62
Females;31 Navarra;Employment rate;2021QI;47,66
Females;32 Ourense;Activity rate;2023QIV;46,93
Females;32 Ourense;Activity rate;2023QIII;46,67
Females;32 Ourense;Activity rate;2023QII;47,16
Females;32 Ourense;Activity rate;2023QI;46,2
Females;32 Ourense;Activity rate;2022QIV;45,64
Females;32 Ourense;Activity rate;2022QIII;47,07
Females;32 Ourense;Activity rate;2022QII;46,36
Females;32 Ourense;Activity rate;2022QI;45,43
Females;32 Ourense;Activity rate;2021QIV;44,37
Females;32 Ourense;Activity rate;2021QIII;44,15
Females;32 Ourense;Activity rate;2021QII;44,02
Females;32 Ourense;Activity rate;2021QI;44,51
Females;32 Ourense;Unemployment rate;2023QIV;9,79
Females;32 Ourense;Unemployment rate;2023QIII;9,78
Females;32 Ourense;Unemployment rate;2023QII;9,21
Females;32 Ourense;Unemployment rate;2023QI;11,45
Females;32 Ourense;Unemployment rate;2022QIV;12,58
Females;32 Ourense;Unemployment rate;2022QIII;14,56
Females;32 Ourense;Unemployment rate;2022QII;11,3
Females;32 Ourense;Unemployment rate;2022QI;11,49
Females;32 Ourense;Unemployment rate;2021QIV;10,06
Females;32 Ourense;Unemployment rate;2021QIII;10,35
Females;32 Ourense;Unemployment rate;2021QII;14,45
Females;32 Ourense;Unemployment rate;2021QI;12,63
Females;32 Ourense;Employment rate;2023QIV;42,33
Females;32 Ourense;Employment rate;2023QIII;42,1
Females;32 Ourense;Employment rate;2023QII;42,81
Females;32 Ourense;Employment rate;2023QI;40,91
Females;32 Ourense;Employment rate;2022QIV;39,9
Females;32 Ourense;Employment rate;2022QIII;40,22
Females;32 Ourense;Employment rate;2022QII;41,12
Females;32 Ourense;Employment rate;2022QI;40,21
Females;32 Ourense;Employment rate;2021QIV;39,9
Females;32 Ourense;Employment rate;2021QIII;39,58
Females;32 Ourense;Employment rate;2021QII;37,66
Females;32 Ourense;Employment rate;2021QI;38,89
Females;34 Palencia;Activity rate;2023QIV;48,79
Females;34 Palencia;Activity rate;2023QIII;49,09
Females;34 Palencia;Activity rate;2023QII;49,77
Females;34 Palencia;Activity rate;2023QI;48,86
Females;34 Palencia;Activity rate;2022QIV;50,37
Females;34 Palencia;Activity rate;2022QIII;52,66
Females;34 Palencia;Activity rate;2022QII;52,55
Females;34 Palencia;Activity rate;2022QI;50,71
Females;34 Palencia;Activity rate;2021QIV;49,55
Females;34 Palencia;Activity rate;2021QIII;49,06
Females;34 Palencia;Activity rate;2021QII;49,64
Females;34 Palencia;Activity rate;2021QI;48,78
Females;34 Palencia;Unemployment rate;2023QIV;9,63
Females;34 Palencia;Unemployment rate;2023QIII;8,51
Females;34 Palencia;Unemployment rate;2023QII;11,55
Females;34 Palencia;Unemployment rate;2023QI;11,83
Females;34 Palencia;Unemployment rate;2022QIV;8,77
Females;34 Palencia;Unemployment rate;2022QIII;10,7
Females;34 Palencia;Unemployment rate;2022QII;9,14
Females;34 Palencia;Unemployment rate;2022QI;9,04
Females;34 Palencia;Unemployment rate;2021QIV;10,88
Females;34 Palencia;Unemployment rate;2021QIII;10,15
Females;34 Palencia;Unemployment rate;2021QII;10,29
Females;34 Palencia;Unemployment rate;2021QI;11,19
Females;34 Palencia;Employment rate;2023QIV;44,09
Females;34 Palencia;Employment rate;2023QIII;44,91
Females;34 Palencia;Employment rate;2023QII;44,02
Females;34 Palencia;Employment rate;2023QI;43,08
Females;34 Palencia;Employment rate;2022QIV;45,96
Females;34 Palencia;Employment rate;2022QIII;47,02
Females;34 Palencia;Employment rate;2022QII;47,74
Females;34 Palencia;Employment rate;2022QI;46,12
Females;34 Palencia;Employment rate;2021QIV;44,15
Females;34 Palencia;Employment rate;2021QIII;44,08
Females;34 Palencia;Employment rate;2021QII;44,53
Females;34 Palencia;Employment rate;2021QI;43,32
Females;35 Palmas, Las;Activity rate;2023QIV;58,4
Females;35 Palmas, Las;Activity rate;2023QIII;55,83
Females;35 Palmas, Las;Activity rate;2023QII;55,23
Females;35 Palmas, Las;Activity rate;2023QI;58,22
Females;35 Palmas, Las;Activity rate;2022QIV;55,95
Females;35 Palmas, Las;Activity rate;2022QIII;57,62
Females;35 Palmas, Las;Activity rate;2022QII;56,11
Females;35 Palmas, Las;Activity rate;2022QI;56,78
Females;35 Palmas, Las;Activity rate;2021QIV;57,68
Females;35 Palmas, Las;Activity rate;2021QIII;58,42
Females;35 Palmas, Las;Activity rate;2021QII;56,38
Females;35 Palmas, Las;Activity rate;2021QI;53,07
Females;35 Palmas, Las;Unemployment rate;2023QIV;16,86
Females;35 Palmas, Las;Unemployment rate;2023QIII;16,28
Females;35 Palmas, Las;Unemployment rate;2023QII;16,97
Females;35 Palmas, Las;Unemployment rate;2023QI;15,82
Females;35 Palmas, Las;Unemployment rate;2022QIV;14,08
Females;35 Palmas, Las;Unemployment rate;2022QIII;20,05
Females;35 Palmas, Las;Unemployment rate;2022QII;18,09
Females;35 Palmas, Las;Unemployment rate;2022QI;22,62
Females;35 Palmas, Las;Unemployment rate;2021QIV;18,93
Females;35 Palmas, Las;Unemployment rate;2021QIII;26,2
Females;35 Palmas, Las;Unemployment rate;2021QII;24,53
Females;35 Palmas, Las;Unemployment rate;2021QI;24,75
Females;35 Palmas, Las;Employment rate;2023QIV;48,56
Females;35 Palmas, Las;Employment rate;2023QIII;46,74
Females;35 Palmas, Las;Employment rate;2023QII;45,86
Females;35 Palmas, Las;Employment rate;2023QI;49,01
Females;35 Palmas, Las;Employment rate;2022QIV;48,07
Females;35 Palmas, Las;Employment rate;2022QIII;46,07
Females;35 Palmas, Las;Employment rate;2022QII;45,96
Females;35 Palmas, Las;Employment rate;2022QI;43,94
Females;35 Palmas, Las;Employment rate;2021QIV;46,76
Females;35 Palmas, Las;Employment rate;2021QIII;43,11
Females;35 Palmas, Las;Employment rate;2021QII;42,55
Females;35 Palmas, Las;Employment rate;2021QI;39,94
Females;36 Pontevedra;Activity rate;2023QIV;50,16
Females;36 Pontevedra;Activity rate;2023QIII;49,9
Females;36 Pontevedra;Activity rate;2023QII;48,93
Females;36 Pontevedra;Activity rate;2023QI;49,23
Females;36 Pontevedra;Activity rate;2022QIV;49,4
Females;36 Pontevedra;Activity rate;2022QIII;48,98
Females;36 Pontevedra;Activity rate;2022QII;49,52
Females;36 Pontevedra;Activity rate;2022QI;50,02
Females;36 Pontevedra;Activity rate;2021QIV;49,46
Females;36 Pontevedra;Activity rate;2021QIII;50,16
Females;36 Pontevedra;Activity rate;2021QII;49,66
Females;36 Pontevedra;Activity rate;2021QI;48,37
Females;36 Pontevedra;Unemployment rate;2023QIV;12,24
Females;36 Pontevedra;Unemployment rate;2023QIII;11,38
Females;36 Pontevedra;Unemployment rate;2023QII;10,58
Females;36 Pontevedra;Unemployment rate;2023QI;13,62
Females;36 Pontevedra;Unemployment rate;2022QIV;13,14
Females;36 Pontevedra;Unemployment rate;2022QIII;14,66
Females;36 Pontevedra;Unemployment rate;2022QII;13,48
Females;36 Pontevedra;Unemployment rate;2022QI;16,25
Females;36 Pontevedra;Unemployment rate;2021QIV;15,09
Females;36 Pontevedra;Unemployment rate;2021QIII;15,64
Females;36 Pontevedra;Unemployment rate;2021QII;16,82
Females;36 Pontevedra;Unemployment rate;2021QI;17,66
Females;36 Pontevedra;Employment rate;2023QIV;44,02
Females;36 Pontevedra;Employment rate;2023QIII;44,22
Females;36 Pontevedra;Employment rate;2023QII;43,75
Females;36 Pontevedra;Employment rate;2023QI;42,53
Females;36 Pontevedra;Employment rate;2022QIV;42,91
Females;36 Pontevedra;Employment rate;2022QIII;41,8
Females;36 Pontevedra;Employment rate;2022QII;42,85
Females;36 Pontevedra;Employment rate;2022QI;41,89
Females;36 Pontevedra;Employment rate;2021QIV;42
Females;36 Pontevedra;Employment rate;2021QIII;42,31
Females;36 Pontevedra;Employment rate;2021QII;41,31
Females;36 Pontevedra;Employment rate;2021QI;39,83
Females;26 Rioja, La;Activity rate;2023QIV;53,61
Females;26 Rioja, La;Activity rate;2023QIII;56,24
Females;26 Rioja, La;Activity rate;2023QII;54,33
Females;26 Rioja, La;Activity rate;2023QI;54,59
Females;26 Rioja, La;Activity rate;2022QIV;55,23
Females;26 Rioja, La;Activity rate;2022QIII;54,53
Females;26 Rioja, La;Activity rate;2022QII;55,54
Females;26 Rioja, La;Activity rate;2022QI;55,26
Females;26 Rioja, La;Activity rate;2021QIV;55,85
Females;26 Rioja, La;Activity rate;2021QIII;56,17
Females;26 Rioja, La;Activity rate;2021QII;55,82
Females;26 Rioja, La;Activity rate;2021QI;53,62
Females;26 Rioja, La;Unemployment rate;2023QIV;10,09
Females;26 Rioja, La;Unemployment rate;2023QIII;11,91
Females;26 Rioja, La;Unemployment rate;2023QII;9,32
Females;26 Rioja, La;Unemployment rate;2023QI;11,47
Females;26 Rioja, La;Unemployment rate;2022QIV;9,42
Females;26 Rioja, La;Unemployment rate;2022QIII;8,2
Females;26 Rioja, La;Unemployment rate;2022QII;10,35
Females;26 Rioja, La;Unemployment rate;2022QI;13,07
Females;26 Rioja, La;Unemployment rate;2021QIV;11,24
Females;26 Rioja, La;Unemployment rate;2021QIII;14,69
Females;26 Rioja, La;Unemployment rate;2021QII;16,54
Females;26 Rioja, La;Unemployment rate;2021QI;16,56
Females;26 Rioja, La;Employment rate;2023QIV;48,2
Females;26 Rioja, La;Employment rate;2023QIII;49,54
Females;26 Rioja, La;Employment rate;2023QII;49,27
Females;26 Rioja, La;Employment rate;2023QI;48,33
Females;26 Rioja, La;Employment rate;2022QIV;50,03
Females;26 Rioja, La;Employment rate;2022QIII;50,06
Females;26 Rioja, La;Employment rate;2022QII;49,79
Females;26 Rioja, La;Employment rate;2022QI;48,03
Females;26 Rioja, La;Employment rate;2021QIV;49,58
Females;26 Rioja, La;Employment rate;2021QIII;47,92
Females;26 Rioja, La;Employment rate;2021QII;46,59
Females;26 Rioja, La;Employment rate;2021QI;44,74
Females;37 Salamanca;Activity rate;2023QIV;49,95
Females;37 Salamanca;Activity rate;2023QIII;50,76
Females;37 Salamanca;Activity rate;2023QII;48,56
Females;37 Salamanca;Activity rate;2023QI;49,56
Females;37 Salamanca;Activity rate;2022QIV;49,52
Females;37 Salamanca;Activity rate;2022QIII;49,01
Females;37 Salamanca;Activity rate;2022QII;50,93
Females;37 Salamanca;Activity rate;2022QI;49,69
Females;37 Salamanca;Activity rate;2021QIV;47,73
Females;37 Salamanca;Activity rate;2021QIII;50,52
Females;37 Salamanca;Activity rate;2021QII;48,34
Females;37 Salamanca;Activity rate;2021QI;48,98
Females;37 Salamanca;Unemployment rate;2023QIV;11,69
Females;37 Salamanca;Unemployment rate;2023QIII;10,95
Females;37 Salamanca;Unemployment rate;2023QII;11,38
Females;37 Salamanca;Unemployment rate;2023QI;13,67
Females;37 Salamanca;Unemployment rate;2022QIV;11,96
Females;37 Salamanca;Unemployment rate;2022QIII;14,33
Females;37 Salamanca;Unemployment rate;2022QII;12,33
Females;37 Salamanca;Unemployment rate;2022QI;14,73
Females;37 Salamanca;Unemployment rate;2021QIV;13,63
Females;37 Salamanca;Unemployment rate;2021QIII;16,97
Females;37 Salamanca;Unemployment rate;2021QII;17,26
Females;37 Salamanca;Unemployment rate;2021QI;20,16
Females;37 Salamanca;Employment rate;2023QIV;44,11
Females;37 Salamanca;Employment rate;2023QIII;45,2
Females;37 Salamanca;Employment rate;2023QII;43,03
Females;37 Salamanca;Employment rate;2023QI;42,79
Females;37 Salamanca;Employment rate;2022QIV;43,6
Females;37 Salamanca;Employment rate;2022QIII;41,98
Females;37 Salamanca;Employment rate;2022QII;44,65
Females;37 Salamanca;Employment rate;2022QI;42,37
Females;37 Salamanca;Employment rate;2021QIV;41,23
Females;37 Salamanca;Employment rate;2021QIII;41,94
Females;37 Salamanca;Employment rate;2021QII;40
Females;37 Salamanca;Employment rate;2021QI;39,1
Females;38 Santa Cruz de Tenerife;Activity rate;2023QIV;54,65
Females;38 Santa Cruz de Tenerife;Activity rate;2023QIII;52,81
Females;38 Santa Cruz de Tenerife;Activity rate;2023QII;52,95
Females;38 Santa Cruz de Tenerife;Activity rate;2023QI;53,11
Females;38 Santa Cruz de Tenerife;Activity rate;2022QIV;52,08
Females;38 Santa Cruz de Tenerife;Activity rate;2022QIII;50,95
Females;38 Santa Cruz de Tenerife;Activity rate;2022QII;54,37
Females;38 Santa Cruz de Tenerife;Activity rate;2022QI;54,57
Females;38 Santa Cruz de Tenerife;Activity rate;2021QIV;54,48
Females;38 Santa Cruz de Tenerife;Activity rate;2021QIII;52,5
Females;38 Santa Cruz de Tenerife;Activity rate;2021QII;51,98
Females;38 Santa Cruz de Tenerife;Activity rate;2021QI;52,84
Females;38 Santa Cruz de Tenerife;Unemployment rate;2023QIV;19,87
Females;38 Santa Cruz de Tenerife;Unemployment rate;2023QIII;18,87
Females;38 Santa Cruz de Tenerife;Unemployment rate;2023QII;18,69
Females;38 Santa Cruz de Tenerife;Unemployment rate;2023QI;21,71
Females;38 Santa Cruz de Tenerife;Unemployment rate;2022QIV;19,21
Females;38 Santa Cruz de Tenerife;Unemployment rate;2022QIII;21,04
Females;38 Santa Cruz de Tenerife;Unemployment rate;2022QII;17,36
Females;38 Santa Cruz de Tenerife;Unemployment rate;2022QI;19,84
Females;38 Santa Cruz de Tenerife;Unemployment rate;2021QIV;21,62
Females;38 Santa Cruz de Tenerife;Unemployment rate;2021QIII;25,37
Females;38 Santa Cruz de Tenerife;Unemployment rate;2021QII;26,3
Females;38 Santa Cruz de Tenerife;Unemployment rate;2021QI;27,01
Females;38 Santa Cruz de Tenerife;Employment rate;2023QIV;43,79
Females;38 Santa Cruz de Tenerife;Employment rate;2023QIII;42,85
Females;38 Santa Cruz de Tenerife;Employment rate;2023QII;43,05
Females;38 Santa Cruz de Tenerife;Employment rate;2023QI;41,58
Females;38 Santa Cruz de Tenerife;Employment rate;2022QIV;42,08
Females;38 Santa Cruz de Tenerife;Employment rate;2022QIII;40,23
Females;38 Santa Cruz de Tenerife;Employment rate;2022QII;44,93
Females;38 Santa Cruz de Tenerife;Employment rate;2022QI;43,75
Females;38 Santa Cruz de Tenerife;Employment rate;2021QIV;42,7
Females;38 Santa Cruz de Tenerife;Employment rate;2021QIII;39,18
Females;38 Santa Cruz de Tenerife;Employment rate;2021QII;38,31
Females;38 Santa Cruz de Tenerife;Employment rate;2021QI;38,56
Females;40 Segovia;Activity rate;2023QIV;55,66
Females;40 Segovia;Activity rate;2023QIII;54,47
Females;40 Segovia;Activity rate;2023QII;56,4
Females;40 Segovia;Activity rate;2023QI;53,68
